project_id,repo_url,resolved_commit,has_ci,has_tests,has_docker,has_docs,has_audit,has_lintfmt,onchain_runtime,has_contracts,dep_consensus,dep_crosschain,dep_zkcrypto,dep_contract,dep_frontend,n_pallets,n_extrinsics,n_storage,n_events,n_ink_msgs,n_sol_funcs,n_contracts_def,n_rpc,n_exports,n_funcs,n_classes,n_routes,status
project_aurras_mvp_phase,https://github.com/HugoByte/aurras,e1ebe7a2e420f4b9208f47d7f119d9ecd6fa0bed,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,23,164,4,0,OK
prosopo,https://github.com/prosopo-io/provider,92778344c101e30b4a345e1646c0914b466cf6ac,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,64,25,9,OK
psc,https://github.com/OmniBTC/PSC,da10743ae93948b54c92e6779496bce3c4120a88,1,1,0,1,0,1,1,1,1,1,1,1,1,5,0,12,2,0,74,15,0,0,4,0,0,OK
qrucial_dao,https://github.com/Qrucial/QRUCIAL-DAO,b4f3e38ef59dca983b98b7f0b402a68bf7683846,1,1,1,1,1,1,1,0,1,0,1,1,1,4,12,5,2,0,0,0,0,48,189,1,13,OK
QSTN,https://github.com/QSTN-US/Polkadot-QSTN-v1,3119471887f0e2c2401c6fb7581686016679936a,0,1,0,1,0,1,1,0,1,0,0,0,1,6,51,21,3,0,0,0,0,30,152,4,0,OK
quadratic-funding,https://github.com/OAK-Foundation/quadratic-funding-pallet,92e624a8b85c920c10993177332d849942f0eab9,1,0,1,1,0,1,1,0,1,0,0,0,0,4,0,8,2,0,0,0,0,0,0,0,0,OK
quadratic-funding-pallet,https://github.com/zhangjiannan/QFgrant,9e1b2b0838d642781b4fb7f36af3dd4c6711e18a,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,OK
queryWeb3,https://github.com/Query-Web3/database,32e7220893eaf33ff811a4d906893692f7f25d99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,7,0,OK
RainbowDAO-Protocol-ink!-Phase1,https://github.com/RainbowcityFoundation/RainbowDAO-Protocol-Ink-milestone_1,e4f3dded0805c48d8706bff62a1f10d2a717caf8,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,407,0,103,0,0,0,0,0,OK
rb_substrate_client,https://github.com/uni-arts-chain/sr25519,87faf24943e58d2cc86396996e663280f62ca0a9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
RedStone,https://github.com/redstone-network/redstone-node,8d5f29c01171142f136e6987eb7973ffb018b12f,1,1,1,1,0,1,1,0,1,1,1,1,0,10,0,36,5,0,0,0,0,0,0,0,0,OK
regionx,https://github.com/RegionX-Labs/RegionX,d52b2173ab41d6b1e3db3a6a4ed65587d68ba455,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,14,0,0,0,10,15,0,0,OK
relaycode,https://github.com/itsyogesh/relaycode,1bdea8eecfa5b2a1994a2b720d6daac45b872e51,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,257,372,84,0,OK
research-feasibility-go-runtime,https://github.com/limechain/gosemble,e0e58a87c50b193a93cfd18737ebfa8d53c84f13,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,103,2,0,OK
research-feasibiliy-java-host,https://github.com/LimeChain/java-host-research,578c89685795540426a27ba2282b9da728769197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
roloi,https://github.com/RoloiMoney/roloi-polkadot-w3f-grant,fe0b09f35794b36c5878439b1f9765a1c3941c71,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,93,0,0,OK
roloi-xcm-payment-automation,https://github.com/NeoPower-Digital/tempora,d1e7f26ba7ab043b8a3079114bced58f9a2fa7e5,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,9,0,1,0,116,153,26,0,OK
Rubeus_keeper,https://github.com/bsn-si/rubeus-smartcontract,b8e8a22c7ddafbbae34fd9e59d1bb5e44e95b77a,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,1,0,10,13,0,0,OK
Rubeus_keeper_st2,https://github.com/bsn-si/rubeus-smartcontract,3a8ee7863a06806964b8153677325798f3e123f4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,1,0,10,16,0,0,OK
ruby,https://github.com/rubyprotocol/documents,1322235c17d9ce0343474fbffdd35aa747bcb02f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
rv_kmir,https://github.com/runtimeverification/mir-semantics,cf2e3bcdcff5398ed7695bbf01e7838b9a477f3d,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,OK
SaaS3,https://github.com/SaaS3-Foundation/dRuntime-fat,6d3cc9842f921ae8a70a32f4d4e36d2bf5ecb877,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,3,0,0,OK
saito-gamebridge,https://github.com/SaitoTech/saito-crypto-api-modules,f8eb04e3059776d8b1cb300d682c681c00615643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,OK
sandox_ms3_delivery,https://github.com/sandoxio/sandox,ec8becd4f19608dd42a4306a6757da627db429b2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,11,242,25,0,OK
Sandox_st1_ms1_delivery,https://github.com/sandoxio/sandox,039724f133c6fc502615513e026a2aeb8864e38a,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,40,428,18,0,OK
Sandox_st1_ms2_delivery,https://github.com/sandoxio/sandox,b776643a898132ae512a611e4256b36ca7e1ab3f,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,40,452,23,0,OK
sarp-basic-functionality,https://github.com/scs/MIRAI,05bbab8d5c97a97485d3db1c0af84b83333f68c3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
scale-codec-comparator,https://github.com/gmajor-encrypt/scale-codec-comparator,c12b99207b20f226e489fbd90707f345c16f0131,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,19,122,3,0,OK
Security_Marketplace,https://github.com/ParthChaudhary31/Security_Marketplace_Backend,7e4c64b20f94a8a2eba885fbe81b2e082ab6447c,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,15,12,8,OK
SEOR-code-less-smart-contract-platform,https://github.com/SealSC/smart-contracts,6ad52a83105c033dd64a03b7f29c7dc4a0305c26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,21,447,74,0,13,20,10,0,OK
sequester,https://github.com/SequesterChain/pallets,544c25db0805a66be29d9ffcd91950bc0159a3de,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,OK
shadows-network,https://github.com/ShadowsNetwork/shadows,2b2e522a523a275380650b6fa7c13aaed8017b17,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
Shivarthu,https://github.com/amiyatulu/shivarthu,a38ff3aa038474613427a3ee4af3ed8108f70941,0,0,1,1,0,1,1,0,1,0,0,1,0,12,0,69,6,0,0,0,13,0,0,0,0,OK
signac,https://github.com/digitalnativeinc/signac,3e8681795a6c443dac7e789fca043fb0a8abdc8f,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,50,26,0,OK
signet,https://github.com/TalismanSociety/siws,86c6e921df2af1cfe8000fb76f3f3917f1ad0d19,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,1,3,0,OK
silent_data,https://github.com/appliedblockchain/silentdata-node-public,6297bc3f6d0eb573a123b5ace7406726c6009d29,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,52,2,5,OK
sirato-substrate-explorer-phase3,https://github.com/web3labs/epirus-substrate,0c79496b75cd2c50996a067dfd9353c375362506,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,565,288,344,0,OK
skyekiwi-protocol,https://github.com/skyekiwi/skyekiwi-protocol,18171d1174b12f78d85bbd92183d53d3924468f2,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,44,2,15,0,OK
skyepass,https://github.com/skyekiwi/skyepass-vault,07e1e5396ef69698e1e49041fa20cce9a69e86c5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,0,1,0,5,7,5,0,OK
skynet-substrate-integration,https://github.com/SkynetLabs/skynet-substrate,75ecccf44e5c38dbafa2ffe6d3f3c5efe2649b2c,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,93,0,0,OK
slonigiraf,https://github.com/slonigiraf/recommendation-letter,0341bbb307eeadb5e8ebdb90dda8381841329b67,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,OK
slothunter,https://github.com/hack-ink/slothunter,42df0d3b1154712807e586cb41103753c9095ff4,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
social_recivery_wallet,https://github.com/hypha-dao/hashed-wallet,fca1fcb28d54b2c59f990e0cb540e60229eb7002,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,34,167,8,0,OK
societal,https://github.com/sctllabs/societal-front-end,5bb1c71a84786bfa1612ba07c2b85d89b70c5747,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,65,0,0,OK
societal-grant,https://github.com/sctllabs/societal-grant-2-submission,3ea9ef45c3756a1ea641526caaf5b3944259c842,1,1,1,1,0,1,1,1,1,1,0,1,0,16,0,37,8,0,56,0,0,0,0,0,0,OK
sol2ink,https://github.com/727-Ventures/sol2ink,bc014edcbb738a66c0bbbe2e063d5c93d9df75b4,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,307,215,25,0,3,0,0,0,OK
sol2ink-delivery,https://github.com/Supercolony-net/sol2ink,9f1ae2f8c5cb90c9ea71d5ccf0341f2acc45d4b4,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,96,154,20,0,3,0,0,0,OK
Solang-developer-experience-improvements,https://github.com/hyperledger/solang,9a53ecbb32d0a56162e2b894463076cedfafa7e3,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2158,1263,0,36,74,3,0,OK
Solang_Playground,https://github.com/hyperledger-labs/solang-playground,90b6230c1f4a7d38b49da09e3203126617d6ad6c,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,30,12,14,0,OK
solidity-trie-verifier,https://github.com/polytope-labs/solidity-merkle-trees,82698e828b883eeb1ee0f658956c0c0ad26f5f49,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,136,3,0,0,0,0,0,OK
solidity-verifier-for-accountable-light-client,https://github.com/ethereum/EIPs,1c4afdf312772e7b8490273adffd6f2e97db8c73,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,3151,649,0,46,282,57,0,OK
spacewalk,https://github.com/pendulum-chain/spacewalk,5aa6e8293a8952467504da93b88f910722c87b6d,1,1,1,1,0,1,1,0,1,1,1,1,0,24,0,56,10,0,0,0,24,,,,,OK
spartan_poc_consensus_module,https://github.com/subspace/spartan-codec,ddd6ab8f32e94f9e541dc91d79c49771fa1e504a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OK
sr25519_donna,https://github.com/TerenceGe/sr25519-donna,51074a2a4123538b1b610f8138b00f3e0c7e182e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OK
ssal,https://github.com/MatteoPerona/ssal_commods,0b04bf76e2b8358f3e892e3f47f7bf30f32d5bdc,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,1,0,,,,,OK
stable-asset,https://github.com/nutsfinance/stable-asset,2f6619b15d04879127586f791a33d40f86360ab8,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,2,1,0,0,0,0,,,,,OK
staking-rewards-viewer,https://github.com/jackson-harris-iii/staking-rewards-viewer,eeab7c477a7eea83796dda2eb4275061f5616708,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,,,,OK
Standard_Protocol,https://github.com/digitalnativeinc/standard-substrate,6b1b5263de2923749a8fc5ab4f9144d25130e544,1,1,1,1,0,1,1,0,1,1,0,0,0,6,0,46,2,0,0,0,0,,,,,OK
Stardust,https://github.com/adit313/State-of-the-Stablecoin-Industry,79e38f0adc7fa8896948673d2ee7e043000f0d4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OK
starks_network,https://github.com/gbctech/starks-node,8a64ba8d0332b799729124fe9ff230dc096f2521,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,54,,,,,OK
Starry_Network,https://github.com/Starry-Network/starry_node,cc9047c012453a229167b173d05ff6a4f3b7bbad,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,OK
stone-index-on-substrate,https://github.com/stonedefi/stone-index-substrate-ui,f05e3e6944d060b885f45241f2de9aa5fe1bd33b,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,OK
storageHub,https://github.com/Moonsong-Labs/storage-hub-runtime-poc,806dff4c8dba077f602209f3c8a419fc64dad155,1,0,1,1,0,1,1,0,1,0,0,0,0,6,6,7,3,0,0,0,0,,,,,OK
Stylograph,https://github.com/deep-ink-ventures/genesis-dao-node,e8e1cfe1bcceeae832175883ecd448b9138b071e,0,1,1,1,0,1,1,0,1,0,0,1,0,5,21,13,3,0,0,0,0,,,,,OK
subalfred,https://github.com/hack-ink/subalfred,dd4cff4e348acb34d9d7c29f8287ed62836b9ac9,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,OK
subauction,https://github.com/galacticcouncil/Basilisk-node,fc61547317310bd40fd8af19ce8ae134b57359d6,1,0,1,1,0,1,1,0,1,1,0,1,1,14,0,18,6,0,0,0,3,,,,,OK
subcoin,https://github.com/subcoin-project/subcoin,77a86db3967d65c78ad8fe8768d797357a0e2fd3,1,0,1,1,0,1,0,0,1,0,0,1,0,4,1,1,1,0,0,0,11,,,,,OK
subdao-network,https://github.com/SubDAO-Network/subdao-node,e58d1f1ae239f6cd0d7ced22dcf8b396636bff77,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,OK
subdao-network_chrome_extension,https://github.com/SubDAO-Network/subdao-extension,19336acab935692ac6094f2f6b147b86e26d6c5d,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,,,,,OK
subdao-network_polkasign,https://github.com/SubDAO-Network/polkasign-contract,f6e28903b0f3877c125590eca78c3fa9c0c08214,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,339,0,87,0,,,,,OK
subdex,https://github.com/subdarkdex/pallet-subdex,d78a7247db928cddd7a64b48810c72a6ef03193a,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,OK
SubGame_Network,https://github.com/SubGame-Network/subgame-network,49e3343af2b2814af9dfd11e772fc21f43a2d2a5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,OK
SubIdentity,https://github.com/TDSoftware/subidentity-webapp,40b3503db65b77752f2f0580c857a667f54d0176,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,,,,OK
subquery,https://github.com/OnFinality-io/subql,a7a6c30b3571889864e47c0e20cdce7b9ab537ff,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,OK
SubRelay,https://github.com/subrelay/subrelay-api,a106754e1e39771571e06659ab36a7eb410c3036,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,OK
subscript_lang,https://github.com/ascontract/subscript,e5cb4fe030139600194f6994a08ab8fd900dc0c7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OK
subsmt,https://github.com/farcloud-labs/subsmt,ab6480af10e1a3b7665c49ceca5da2dd7675b54d,0,0,1,1,0,0,0,0,0,0,1,1,1,2,1,0,1,1,0,1,0,,,,,OK
Substats,https://github.com/CESSProject/substats,7258ab4c2374d709ce0e65c14c1befe85e8bfaf9,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,OK
substrate_client_java,https://github.com/strategyobject/substrate-client-java,c17dfdf0d74ad74dcc2fded65a83e8563f8d69f3,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,OK
substrate_core_polywrapper,https://github.com/polywrap/integrations,5222f498ae5faa87c0ecb150eb41071d5fe1668f,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,OK
substrate_evm_adapter,https://github.com/subclone/subeth,e35529c10c5c6dda7a9fc84d052711d406362390,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,44,,,,,OK
substrate-molochdao,https://github.com/DoraFactory/Substrate-Moloch-V1,4f40fcbf50b46e8abefdc02d46dca8cd5d587d23,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,,,,,OK
Substrate_Move_System_Pallet,https://github.com/eigerco/substrate-move,e7af20b82e3b3f99df5d8a22610b5117e2687e77,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,59,18,0,,,,,OK
substrate_startkit_GUI,https://github.com/MVPWorkshop/substrate-startkit-gui-api,0ba1d3373234e0a57899cf336abf2c296ff9aba6,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OK
substrate-tutorials,https://github.com/rusty-crewmates/substrate-tutorials,ab1a16c78dea616c9081d246288088fb6a9583ae,1,1,0,0,0,1,0,0,0,0,0,0,0,24,0,22,12,0,0,0,0,,,,,OK
subvt_telegram_bot-milestones-1-and,https://github.com/helikon-labs/subvt,87b587e76675c60900675b540208b88295f7de83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OK
subwallet,https://github.com/yxf/subwallet,6677ca95429ed8aea17a81ed506aa5d2bd77f8da,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,OK
subxtpy,https://github.com/philoniare/subxtpy,e146ba25bce857ade80f8576d25f505573d306bd,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OK
sunshine-keybase,https://github.com/sunshine-protocol/sunshine-keybase,42c23ebb3442919991ecd7b1e3eee7767ac2a2a3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OK
supersig_fellowship,https://github.com/decentration/pallet_supersig,efd7cbbbdb2cd1c8b745230f380e2d14a1f0ae21,1,1,0,0,0,1,0,0,1,0,0,1,0,2,8,9,1,0,0,0,5,,,,,OK
SwarmNL,https://github.com/algorealmInc/SwarmNL,9049b7d0578529a5d86e5d872934b2cc192abe8d,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,OK
swift_api,https://github.com/tesseract-one/Substrate.swift,029ab47d91d3e97f753760610381f5fe9f7d5a88,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OK
swush-dex-aggregator,https://github.com/swush-labs/swush-app,4bbaf94708ab6a4dec0aae79b7a6d94defc73253,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,OK
SydTek,https://github.com/jgophd/Developed-Materials-and-Raw-Data,a187609ce25d05d3cbddd3bd2694bfdd9c7e7ee6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,OK
t3rn-xbi,https://github.com/t3rn/xbi,5587ed0e50b912a859a92f5e4fdd0a958259e06e,1,0,0,1,0,0,0,0,1,1,0,1,0,6,0,7,3,0,0,0,0,,,,,OK
tcdt,https://github.com/tcdt-lab/bcdns,f0ee26674302e03653cc1d8de03a40372647b690,0,1,1,1,0,0,1,0,1,0,1,0,1,14,32,28,8,0,0,0,0,,,,,OK
tdot,https://github.com/nutsfinance/stable-asset,77a1a9429739a0a547f19a7eb3231f764b4bc999,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,2,1,0,0,0,0,,,,,OK
tellor,https://github.com/tellor-io/tellor-parachain-contracts,7f8cf44f526d0c42fd35074024f2daa40c637579,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,534,80,0,,,,,OK
Threshold_Signature,https://github.com/Fiono11/cli,aadc58378d6c08b8f8e0ede9693d296198b61c08,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,OK
TogetherCrew_Community_health_check,https://github.com/RnDAO/tc-Documentation,b6a101b3c620fa2f53fab62bfdbf5ee255d519b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OK
tokeneconomics-survey,https://github.com/taqtiqa-mark/tokenomics-survey-2022,91feb74112c07b05ede87287f046648294a96683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OK
Tokenguard - Milestone 1 & 2,https://github.com/tokenguardio/dashboard-creator-client,cd0edf04093418614416375da50fd60bb6034930,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,,,,OK
tracking_chain,https://github.com/TrackingChains/TrackingChain,69742af590942439e95adab80cfe458f7637aa8e,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,OK
TreasuryTracker,https://github.com/stake-plus/treasury-tracker,e51bac63220ecb5d9af03116cdaf13129e80ac65,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,OK
TREX_Network,https://github.com/NexTokenTech/TREX,c8a914426cbc0292f2ecbe4f134b4fec8b5269a5,1,1,1,1,0,1,1,0,1,0,0,1,1,4,0,5,2,0,0,0,3,,,,,OK
tribal_protocol,https://github.com/tribal-protocol/tribal_contract,100d43279165f01ca3654806a816feb05916a650,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,,,,,OK
tuxedo,https://github.com/Off-Narrative-Labs/Tuxedo,0f7ba440aad5553dac5bd6ebbf3eda1a38245627,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,OK
TuxedoDApp,https://github.com/mlabs-haskell/TuxedoDapp,b190221f61cb9198f4e32022dfd0b072b5d921d8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,OK
tuxedo-parachain,https://github.com/Off-Narrative-Labs/Tuxedo,e0c4dc723ab67e64b5f629a7b3f24f27347fe2e0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,OK
typechain-polkadot,https://github.com/Supercolony-net/typechain-polkadot,8fd42b0ba6ab1bb5b9f7b31ac5a13c75898ea514,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,OK
typechain-polkadot-follow-up,https://github.com/727-Ventures/typechain-polkadot,3e392c606939c26e158b25cc7c9c92ee3e18a0c6,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,OK
typechain_revived,https://github.com/C-Forge/typechain-polkadot,221d891bf0f2ab63918a469bc8aaacf40579da79,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,3,0,2,0,,,,,OK
typink,https://github.com/dedotdev/typink,52f9c197bc7ed96e43184ac3e9e1659923563fbc,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,,,,OK
uke_protocol,https://github.com/Uke-Messaging/uke,37cf6b81f3e32fb4e3664771d780bba1ea14ea48,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,OK
unified_collator_node_deployment,https://github.com/for-parity-with-love/unified-collator-node-deployment,33b7af8645f265544bd8ccf8532ac98b99bd0e7a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OK
universaldot.me,https://github.com/UniversalDot/pallets,7eff26021bcf4aa92433cf619dfa5cee8505b13e,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,18,10,0,0,0,0,,,,,OK
upgradeability,https://github.com/trustfractal/ink-upgrade-template,053dc294598c6134b2d1c83d7b1e009ed2c0f07d,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,3,0,,,,,OK
validated_streams,https://github.com/comrade-coop/validated-streams,f0acdceb66846ab001e652a14a38a71a7ec6b05c,0,0,1,0,0,1,1,0,1,0,0,0,0,2,1,2,1,0,0,0,0,,,,,OK
Validator_Monitoring_Service,https://github.com/p2p-org/polkadot_monitoring_service,f22ecc9abc6a9d784e4b76b36c7e70f2ae70f1f4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OK
validators_selection,https://github.com/miepsik/validators_selection,0c153ece516a2050a2aa53cac341ec47bba6e5da,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OK
validators_selection1,https://github.com/miepsik/validators_selection,ed3c3ba1bcd74e06fe763bd232f2292ec081a0b8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OK
ventur,https://github.com/Popular-Coding/ventur,1658323b1500126cdf6b0904bbd7376fa7e3a512,1,0,1,1,1,1,1,0,1,0,0,0,0,8,0,13,4,0,0,0,0,,,,,OK
walt-id_nft-infra,https://github.com/walt-id/waltid-nftkit,ab576ddbb05f46a6595750bbd0740f3834440888,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25,4,0,,,,,OK
wasmedge_substrate,https://github.com/WasmEdge/WasmEdge,546dd73b12c555a4f88d5e3b213adeb658a1c7dd,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,,OK
wasm-opt-for-rust,https://github.com/brson/wasm-opt-rs,446835753ce7937e43258010ea414a985a6cff9a,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,OK
wasm_runtimes_fuzzing,https://github.com/pventuzelo/wasm_runtimes_fuzzing,7b47782f01187571446f2f2d376a1d6183ee68ff,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,OK
Web3Box,https://github.com/web3box-labs/apps,44ebd1972348d81c046c93163c0a2f5a4c7dcc6f,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,,,,OK
web3-compatible-api,https://github.com/PureStake/moonbeam,aa712eb49c86a9c08765a2a15a67d1d9b65e1e60,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,3,0,,,,,OK
Web3Go,https://github.com/web3go-xyz/web3go-xyz-v2,cb7e5af594552e993f5ce185e4d5746d67431dcb,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,,,,OK
